survey_id,company_id,customer_id,survey_date,satisfaction_score,preferred_feature,purchase_factor,improvement_area,would_recommend
SRV029399,C006,CUST03754,2023-11-04,,Lower price,Durability,Comfort,Yes
SRV027945,C003,CUST00847,2023-11-04,1.0,Lower price,Price,Customer support,No
SRV006352,C009,CUST01953,2023-11-04,3.0,Improved durability,Durability,Comfort,No
SRV029705,C002,CUST03583,2023-11-04,3.0,More smart features,Design,Software,No
SRV023955,C007,CUST09244,2023-11-04,5.0,Better software,Performance,Durability,No
SRV015029,C010,CUST04650,2023-11-04,,Better performance,Performance,Battery life,Yes
SRV021594,C004,CUST00955,2023-11-04,2.0,Improved durability,Features,Design,No
SRV015591,C010,CUST04194,2023-11-04,2.0,Improved comfort,Quality,Durability,No
SRV011196,C004,CUST00643,2023-11-04,1.0,Improved durability,Performance,Comfort,No
SRV025282,C010,CUST07434,2023-11-04,4.0,Improved comfort,Durability,Customer support,No
SRV027142,C001,CUST04008,2023-11-05,1.0,Better design,Brand reputation,Design,No
SRV018972,C003,CUST05813,2023-11-05,4.0,Lower price,Customer reviews,Design,No
SRV002215,C010,CUST06894,2023-11-05,5.0,Better design,Performance,Customer support,No
SRV025119,C004,CUST07025,2023-11-05,2.0,Lower price,Customer reviews,Design,No
SRV008555,C008,CUST02775,2023-11-05,4.0,Better design,Performance,Design,No
SRV026308,C005,CUST05961,2023-11-05,,Longer battery life,Price,Design,Yes
SRV029596,C002,CUST06772,2023-11-05,,Improved durability,Price,Comfort,Yes
SRV007898,C006,CUST09179,2023-11-05,,Better software,Quality,Battery life,Yes
SRV021259,C005,CUST04552,2023-11-05,,Improved durability,Quality,Durability,Yes
SRV022734,C008,CUST09820,2023-11-05,4.0,Improved durability,Design,Comfort,No
SRV001733,C009,CUST06171,2023-11-05,,Improved comfort,Customer reviews,Price,Yes
SRV014571,C010,CUST07702,2023-11-05,,More smart features,Quality,Durability,Yes
SRV010592,C007,CUST04604,2023-11-05,1.0,Lower price,Quality,Durability,No
SRV022098,C006,CUST04606,2023-11-05,,Better performance,Customer reviews,Battery life,Yes
SRV024778,C008,CUST07365,2023-11-05,4.0,More smart features,Durability,Price,No
SRV000240,C003,CUST00410,2023-11-05,1.0,Improved durability,Quality,Price,No
SRV015783,C008,CUST09739,2023-11-05,,Better design,Durability,Comfort,Yes
SRV020721,C007,CUST05888,2023-11-05,,Better design,Brand reputation,Battery life,Yes
SRV019984,C010,CUST04061,2023-11-05,,Longer battery life,Performance,Durability,Yes
SRV000624,C007,CUST03442,2023-11-05,3.0,Better design,Performance,Durability,No
SRV013343,C007,CUST03136,2023-11-05,5.0,Improved durability,Brand reputation,Battery life,No
SRV021534,C003,CUST06262,2023-11-05,4.0,More smart features,Durability,Price,No
SRV002016,C002,CUST04850,2023-11-05,1.0,More smart features,Durability,Battery life,No
SRV028373,C009,CUST08563,2023-11-05,,Longer battery life,Design,Battery life,Yes
SRV011800,C003,CUST08363,2023-11-06,,Longer battery life,Price,Battery life,Yes
SRV024734,C004,CUST03776,2023-11-06,1.0,Longer battery life,Quality,Price,No
SRV000399,C007,CUST07956,2023-11-06,1.0,Better design,Customer reviews,Price,No
SRV005927,C003,CUST09013,2023-11-06,2.0,Better software,Customer reviews,Software,No
SRV029608,C008,CUST09462,2023-11-06,4.0,Better design,Price,Software,No
SRV012558,C010,CUST04177,2023-11-06,2.0,Improved durability,Quality,Durability,No
SRV028845,C001,CUST08471,2023-11-06,,Better performance,Brand reputation,Design,Yes
SRV027190,C006,CUST00501,2023-11-06,4.0,Improved durability,Design,Performance,No
SRV014910,C004,CUST09473,2023-11-06,3.0,Better performance,Features,Design,No
SRV008274,C010,CUST02008,2023-11-06,,More smart features,Quality,Design,Yes
SRV003288,C004,CUST00277,2023-11-06,2.0,Longer battery life,Customer reviews,Performance,No
SRV014621,C010,CUST02996,2023-11-06,,Improved comfort,Durability,Design,Yes
SRV002989,C009,CUST08717,2023-11-06,3.0,Better performance,Features,Design,No
SRV001243,C001,CUST06292,2023-11-06,,Improved durability,Price,Comfort,Yes
SRV012074,C006,CUST06708,2023-11-06,,Improved durability,Quality,Software,Yes
SRV019758,C007,CUST04210,2023-11-06,2.0,Better performance,Performance,Performance,No
SRV014056,C003,CUST06897,2023-11-06,3.0,Better design,Features,Price,No
SRV003439,C009,CUST06333,2023-11-06,,Better performance,Design,Price,No
SRV021244,C003,CUST07056,2023-11-06,2.0,Improved durability,Features,Customer support,No
SRV001669,C006,CUST07498,2023-11-06,3.0,Better software,Performance,Design,No
SRV006979,C006,CUST00524,2023-11-06,,Better design,Quality,Battery life,Yes
SRV027421,C008,CUST04756,2023-11-07,4.0,More smart features,Features,Price,No
SRV008124,C005,CUST08079,2023-11-07,5.0,Better performance,Customer reviews,Customer support,No
SRV010688,C003,CUST01296,2023-11-07,3.0,Longer battery life,Price,Durability,No
SRV027436,C006,CUST01130,2023-11-07,2.0,Improved durability,Performance,Design,No
SRV004204,C004,CUST04651,2023-11-07,,More smart features,Price,Durability,Yes
SRV014315,C008,CUST00610,2023-11-07,,Improved comfort,Features,Software,Yes
SRV009827,C005,CUST07807,2023-11-07,5.0,Lower price,Brand reputation,Battery life,No
SRV021418,C009,CUST05353,2023-11-07,,Improved durability,Brand reputation,Design,No
SRV004461,C005,CUST00261,2023-11-07,,More smart features,Features,Design,Yes
SRV003463,C002,CUST00488,2023-11-07,2.0,Improved comfort,Quality,Price,No
SRV011239,C004,CUST02800,2023-11-07,2.0,Better performance,Quality,Performance,No
SRV027636,C010,CUST07243,2023-11-07,2.0,Improved comfort,Price,Comfort,No
SRV014936,C002,CUST01028,2023-11-07,4.0,Better design,Quality,Customer support,No
SRV027793,C001,CUST02633,2023-11-07,1.0,More smart features,Performance,Customer support,No
SRV012191,C003,CUST04071,2023-11-07,,Improved comfort,Performance,Comfort,Yes
SRV002005,C002,CUST00364,2023-11-07,2.0,Better software,Features,Software,No
SRV008816,C001,CUST05851,2023-11-07,3.0,Lower price,Quality,Design,No
SRV027810,C008,CUST09415,2023-11-07,,Better design,Customer reviews,Comfort,Yes
SRV029411,C007,CUST02078,2023-11-07,2.0,Improved comfort,Customer reviews,Performance,No
SRV027760,C006,CUST05013,2023-11-07,5.0,Better design,Price,Customer support,No
SRV019309,C009,CUST05262,2023-11-07,,Better performance,Design,Price,No
SRV018629,C010,CUST03203,2023-11-07,,Better design,Quality,Software,No
SRV015810,C006,CUST08782,2023-11-07,4.0,Longer battery life,Brand reputation,Software,No
SRV029805,C002,CUST02823,2023-11-07,3.0,Lower price,Brand reputation,Battery life,No
SRV028583,C004,CUST02182,2023-11-07,,Lower price,Performance,Software,Yes
SRV013270,C004,CUST01937,2023-11-07,,Better software,Price,Comfort,Yes
SRV012058,C004,CUST03039,2023-11-08,2.0,Better performance,Features,Durability,No
SRV026543,C003,CUST01065,2023-11-08,4.0,Longer battery life,Features,Design,No
SRV018699,C007,CUST03885,2023-11-08,,Improved durability,Price,Comfort,Yes
SRV002474,C006,CUST05734,2023-11-08,,Longer battery life,Design,Software,Yes
SRV016008,C001,CUST03439,2023-11-08,1.0,Better software,Brand reputation,Performance,No
SRV025443,C010,CUST02725,2023-11-08,5.0,More smart features,Brand reputation,Comfort,No
SRV020648,C002,CUST08788,2023-11-08,,Improved durability,Customer reviews,Performance,Yes
SRV014536,C007,CUST06489,2023-11-08,5.0,Improved comfort,Brand reputation,Comfort,No
SRV028078,C004,CUST07146,2023-11-08,,Longer battery life,Design,Comfort,Yes
SRV028335,C009,CUST00451,2023-11-08,,Better performance,Performance,Customer support,Yes
SRV003674,C004,CUST07366,2023-11-08,4.0,Improved comfort,Customer reviews,Comfort,No
SRV012280,C003,CUST00924,2023-11-08,3.0,Improved durability,Price,Price,No
SRV014436,C002,CUST03654,2023-11-08,,Improved durability,Brand reputation,Design,No
SRV024133,C002,CUST04383,2023-11-08,5.0,Better performance,Brand reputation,Performance,No
SRV017515,C007,CUST01330,2023-11-08,3.0,Longer battery life,Customer reviews,Battery life,No
SRV014322,C007,CUST04415,2023-11-08,,Longer battery life,Quality,Software,Yes
SRV023717,C003,CUST01728,2023-11-08,2.0,Better performance,Features,Performance,No
SRV026940,C001,CUST08359,2023-11-08,4.0,Better performance,Performance,Software,No
SRV009078,C005,CUST01176,2023-11-08,2.0,Better design,Performance,Software,No
SRV026243,C002,CUST08776,2023-11-08,,Better performance,Quality,Battery life,Yes
SRV002391,C001,CUST06250,2023-11-08,3.0,Better software,Quality,Durability,No
SRV021208,C007,CUST04602,2023-11-08,,Better design,Brand reputation,Software,No
SRV007557,C002,CUST03070,2023-11-08,2.0,Better performance,Performance,Software,No
SRV013093,C007,CUST04144,2023-11-08,,More smart features,Features,Comfort,No
SRV012552,C004,CUST08028,2023-11-08,,Improved comfort,Price,Battery life,No
SRV025867,C006,CUST03232,2023-11-08,5.0,Lower price,Brand reputation,Battery life,No
SRV008471,C008,CUST02307,2023-11-09,,Improved durability,Customer reviews,Design,No
SRV002429,C009,CUST08456,2023-11-09,3.0,Better software,Durability,Battery life,No
SRV009369,C004,CUST02504,2023-11-09,2.0,Improved comfort,Durability,Software,No
SRV004180,C003,CUST05225,2023-11-09,4.0,More smart features,Price,Comfort,No
SRV005140,C003,CUST00899,2023-11-09,,Better software,Quality,Software,Yes
SRV008859,C001,CUST03519,2023-11-09,,Improved comfort,Performance,Software,Yes
SRV006455,C007,CUST02876,2023-11-09,4.0,Longer battery life,Design,Price,No
SRV000394,C007,CUST01495,2023-11-09,4.0,More smart features,Features,Durability,No
SRV015522,C003,CUST03503,2023-11-09,,Lower price,Design,Price,Yes
SRV010674,C009,CUST08710,2023-11-09,2.0,Longer battery life,Quality,Durability,No
SRV010821,C003,CUST06448,2023-11-09,,Lower price,Customer reviews,Durability,Yes
SRV020944,C001,CUST09289,2023-11-09,,Lower price,Quality,Customer support,No
SRV023440,C004,CUST04657,2023-11-09,1.0,Lower price,Performance,Design,No
SRV025183,C005,CUST08386,2023-11-09,,Longer battery life,Features,Performance,Yes
SRV016404,C009,CUST09264,2023-11-09,2.0,Lower price,Quality,Customer support,No
SRV015454,C010,CUST08482,2023-11-09,,Better design,Durability,Performance,No
SRV003320,C008,CUST08074,2023-11-09,,Better performance,Price,Price,Yes
SRV015828,C004,CUST02181,2023-11-09,,Lower price,Durability,Battery life,Yes
SRV007093,C005,CUST06554,2023-11-09,2.0,Better design,Design,Performance,No
SRV027985,C002,CUST07473,2023-11-09,3.0,Longer battery life,Performance,Price,No
SRV003491,C008,CUST05344,2023-11-09,2.0,Better design,Performance,Design,No
SRV014915,C006,CUST04595,2023-11-09,,Better performance,Design,Battery life,Yes
SRV000502,C001,CUST00425,2023-11-09,5.0,Better performance,Design,Performance,No
SRV029794,C004,CUST03555,2023-11-09,3.0,Improved durability,Features,Design,No
SRV002033,C003,CUST06191,2023-11-09,2.0,Better design,Design,Design,No
SRV000087,C008,CUST05984,2023-11-09,4.0,Better performance,Durability,Durability,No
SRV026854,C005,CUST08672,2023-11-09,,Improved comfort,Durability,Performance,Yes
SRV022193,C004,CUST04325,2023-11-10,2.0,Better software,Price,Durability,No
SRV021109,C004,CUST06030,2023-11-10,,Improved durability,Customer reviews,Software,No
SRV004352,C001,CUST04468,2023-11-10,,Better software,Price,Durability,Yes
SRV016791,C007,CUST00299,2023-11-10,,Improved comfort,Durability,Performance,No
SRV002051,C005,CUST04145,2023-11-10,3.0,Improved comfort,Quality,Durability,No
SRV005881,C003,CUST09534,2023-11-10,,Improved comfort,Customer reviews,Durability,Yes
SRV003987,C001,CUST03883,2023-11-10,5.0,Longer battery life,Design,Comfort,No
SRV013010,C004,CUST07602,2023-11-10,,Lower price,Customer reviews,Design,Yes
SRV007563,C010,CUST02909,2023-11-10,1.0,Improved durability,Price,Software,No
SRV028977,C010,CUST04877,2023-11-10,3.0,Better design,Customer reviews,Comfort,No
SRV017569,C007,CUST04446,2023-11-10,,More smart features,Brand reputation,Comfort,Yes
SRV006453,C003,CUST01079,2023-11-10,2.0,Improved durability,Durability,Software,No
SRV019189,C002,CUST07762,2023-11-10,,Improved comfort,Features,Performance,Yes
SRV016960,C001,CUST03988,2023-11-10,4.0,More smart features,Customer reviews,Comfort,No
SRV019922,C003,CUST01410,2023-11-10,,Better performance,Features,Software,Yes
SRV029839,C009,CUST01715,2023-11-10,3.0,Better performance,Quality,Comfort,No
SRV015585,C007,CUST09021,2023-11-10,2.0,Longer battery life,Features,Design,No
SRV020544,C005,CUST07283,2023-11-10,3.0,Improved durability,Quality,Durability,No
SRV025931,C008,CUST01797,2023-11-10,,Better software,Features,Performance,Yes
SRV013184,C005,CUST04732,2023-11-10,2.0,Better software,Durability,Design,No
SRV003068,C003,CUST05620,2023-11-10,,More smart features,Quality,Durability,Yes
SRV017708,C002,CUST08491,2023-11-10,,Better design,Price,Design,No
SRV018553,C005,CUST02149,2023-11-10,1.0,Better performance,Performance,Battery life,No
SRV000301,C001,CUST09786,2023-11-10,5.0,Improved comfort,Brand reputation,Price,No
SRV004863,C001,CUST09372,2023-11-10,,More smart features,Durability,Customer support,Yes
SRV023318,C005,CUST04500,2023-11-11,1.0,Longer battery life,Customer reviews,Durability,No
SRV027506,C009,CUST04445,2023-11-11,4.0,Improved durability,Brand reputation,Performance,No
SRV012851,C007,CUST04330,2023-11-11,,Longer battery life,Price,Price,Yes
SRV021490,C002,CUST02561,2023-11-11,4.0,Better performance,Features,Battery life,No
SRV014591,C006,CUST09764,2023-11-11,,Lower price,Price,Comfort,Yes
SRV009970,C004,CUST04437,2023-11-11,,Better design,Durability,Design,Yes
SRV012033,C002,CUST04132,2023-11-11,,Improved durability,Brand reputation,Software,Yes
SRV018823,C004,CUST02605,2023-11-11,4.0,Lower price,Durability,Design,No
SRV017192,C009,CUST02196,2023-11-11,,Improved comfort,Performance,Customer support,Yes
SRV017478,C008,CUST05047,2023-11-11,,Better software,Performance,Design,Yes
SRV000704,C006,CUST00681,2023-11-11,1.0,Improved durability,Performance,Battery life,No
SRV009200,C004,CUST03975,2023-11-11,,Better software,Performance,Durability,No
SRV026528,C003,CUST04534,2023-11-11,4.0,More smart features,Durability,Customer support,No
SRV004244,C010,CUST01517,2023-11-11,1.0,Better software,Durability,Customer support,No
SRV004864,C004,CUST00069,2023-11-11,,More smart features,Price,Design,Yes
SRV005184,C002,CUST06028,2023-11-11,,Better software,Customer reviews,Performance,Yes
SRV029373,C005,CUST04552,2023-11-11,3.0,More smart features,Price,Price,No
SRV021586,C006,CUST05270,2023-11-11,5.0,Improved durability,Customer reviews,Performance,No
SRV001105,C003,CUST02712,2023-11-11,3.0,Better design,Quality,Battery life,No
SRV005668,C002,CUST02003,2023-11-11,,Better design,Features,Design,Yes
SRV017550,C002,CUST08001,2023-11-11,,Improved durability,Price,Battery life,Yes
SRV029322,C004,CUST05194,2023-11-11,5.0,Improved durability,Quality,Software,No
SRV007569,C010,CUST00653,2023-11-11,,Improved comfort,Durability,Design,Yes
SRV014933,C009,CUST05181,2023-11-12,,Better software,Design,Durability,Yes
SRV000850,C007,CUST09349,2023-11-12,,Lower price,Performance,Durability,Yes
SRV010478,C006,CUST06750,2023-11-12,,Longer battery life,Customer reviews,Design,Yes
SRV020079,C008,CUST05444,2023-11-12,5.0,Better software,Design,Customer support,No
SRV015153,C005,CUST03464,2023-11-12,1.0,Longer battery life,Brand reputation,Durability,No
SRV003827,C010,CUST04253,2023-11-12,,More smart features,Performance,Battery life,No
SRV009922,C005,CUST06538,2023-11-12,,Lower price,Performance,Battery life,Yes
SRV025978,C007,CUST08395,2023-11-12,,Lower price,Brand reputation,Price,No
SRV014799,C001,CUST09977,2023-11-12,,Better design,Performance,Durability,Yes
SRV008108,C009,CUST04309,2023-11-12,3.0,Better design,Price,Price,No
SRV010538,C006,CUST08590,2023-11-12,5.0,Improved durability,Durability,Performance,No
SRV009388,C004,CUST04406,2023-11-12,1.0,Improved durability,Brand reputation,Design,No
SRV026812,C007,CUST09081,2023-11-12,,Better software,Design,Price,Yes
SRV007997,C001,CUST05249,2023-11-12,,Improved durability,Performance,Price,Yes
SRV005878,C004,CUST09371,2023-11-12,,More smart features,Features,Price,No
SRV013427,C007,CUST06804,2023-11-12,,More smart features,Design,Comfort,No
SRV023573,C009,CUST03146,2023-11-12,,More smart features,Design,Performance,Yes
SRV020859,C004,CUST05340,2023-11-12,5.0,Lower price,Quality,Durability,No
SRV026663,C010,CUST08425,2023-11-12,1.0,Better software,Price,Price,No
SRV004051,C009,CUST04591,2023-11-12,,Better software,Price,Design,Yes
SRV028969,C002,CUST03755,2023-11-12,,Longer battery life,Customer reviews,Comfort,Yes
SRV001013,C006,CUST08393,2023-11-12,,Better software,Durability,Comfort,Yes
SRV026514,C001,CUST05320,2023-11-12,5.0,More smart features,Quality,Software,No
SRV001807,C006,CUST07484,2023-11-12,,Better performance,Brand reputation,Comfort,Yes
SRV003925,C010,CUST02661,2023-11-12,,More smart features,Features,Comfort,Yes
SRV015740,C009,CUST03798,2023-11-12,2.0,Improved durability,Brand reputation,Customer support,No
SRV000304,C006,CUST09535,2023-11-12,3.0,More smart features,Price,Battery life,No
SRV014605,C001,CUST01881,2023-11-12,,Better software,Price,Software,Yes
SRV023694,C003,CUST01834,2023-11-12,3.0,Better design,Price,Comfort,No
SRV023124,C003,CUST00947,2023-11-12,,Improved durability,Customer reviews,Design,Yes
SRV009131,C005,CUST02240,2023-11-12,,Better software,Brand reputation,Performance,Yes
SRV025342,C005,CUST04466,2023-11-12,3.0,Improved comfort,Customer reviews,Battery life,No
SRV014685,C009,CUST03403,2023-11-12,,Improved comfort,Design,Customer support,Yes
SRV024617,C002,CUST00991,2023-11-12,3.0,Longer battery life,Performance,Customer support,No
SRV001258,C007,CUST02837,2023-11-12,2.0,Lower price,Customer reviews,Durability,No
SRV005424,C002,CUST05198,2023-11-12,1.0,Better design,Quality,Comfort,No
SRV015785,C005,CUST03956,2023-11-12,,Better software,Durability,Price,No
SRV019274,C007,CUST02071,2023-11-12,3.0,Better design,Performance,Comfort,No
